row_type,record_id,family,status,path,value,detail
comparator,kalman_adaptive_map,decoder_estimator,main_candidate,cnn_fpga/benchmark/continuous_adaptive_map.py,Kalman adaptive periodic MAP,"{""artifact_paths"": [""docs/t3_2_2_continuous_adaptive_map_validation.json""], ""claim_boundary"": ""constant-velocity assumed model, not a general nonlinear oracle"", ""comparator_id"": ""kalman_adaptive_map"", ""compute_budget"": ""10-state/100-covariance-value analytic profile"", ""decision_target"": ""drifting syndrome to logical coset"", ""deployability"": ""host_deployable_software"", ""eligible_lanes"": [""decoder_continuous_drift""], ""expected_fragment"": ""def build_continuous_adaptive_validation"", ""family"": ""decoder_estimator"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/continuous_adaptive_map.py"", ""information_set"": [""causal periodic moments"", ""training-frozen process/measurement scales""], ""label"": ""Kalman adaptive periodic MAP"", ""metric_scope"": ""paired LER, NLL, Brier and tracking RMSE"", ""output_contract"": ""constant-velocity Kalman estimate followed by periodic MAP"", ""protocol_scope"": ""continuous wrapped-Gaussian drift"", ""ranking_status"": ""main_candidate"", ""task_owner"": ""T3.2.2"", ""time_basis"": ""one-window delayed""}"
comparator,sliding_window_map,decoder_estimator,main_candidate,cnn_fpga/benchmark/sliding_window_syndrome_estimator.py,Training-selected sliding-window MAP,"{""artifact_paths"": [""docs/t3_2_3_sliding_window_validation.json""], ""claim_boundary"": ""training-selected history only; no evaluation-length selection"", ""comparator_id"": ""sliding_window_map"", ""compute_budget"": ""bounded selected history window"", ""decision_target"": ""drifting syndrome to logical coset"", ""deployability"": ""host_deployable_software"", ""eligible_lanes"": [""decoder_continuous_drift""], ""expected_fragment"": ""def build_sliding_window_validation"", ""family"": ""decoder_estimator"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/sliding_window_syndrome_estimator.py"", ""information_set"": [""causal bounded syndrome window"", ""training-selected length""], ""label"": ""Training-selected sliding-window MAP"", ""metric_scope"": ""paired LER and proper scores"", ""output_contract"": ""window moment estimate followed by periodic MAP"", ""protocol_scope"": ""continuous wrapped-Gaussian drift"", ""ranking_status"": ""main_candidate"", ""task_owner"": ""T3.2.3"", ""time_basis"": ""one-window delayed""}"
comparator,run_length_event_controller,event_controller,component_only,cnn_fpga/benchmark/run_length_fsm_baseline.py,Run-length event controller,"{""artifact_paths"": [""docs/t3_2_5_run_length_fsm_validation.json""], ""claim_boundary"": ""component evidence is not direct logical-lifetime superiority"", ""comparator_id"": ""run_length_event_controller"", ""compute_budget"": ""finite counters and transition table"", ""decision_target"": ""observed g/e/leakage events to bounded event action"", ""deployability"": ""deployable_component_candidate"", ""eligible_lanes"": [""event_and_regime_components""], ""expected_fragment"": ""def build_run_length_validation"", ""family"": ""event_controller"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/run_length_fsm_baseline.py"", ""information_set"": [""current event"", ""saturated causal run counters""], ""label"": ""Run-length event controller"", ""metric_scope"": ""event sensitivity, delay, false trigger and cost"", ""output_contract"": ""finite-state event/fallback action"", ""protocol_scope"": ""observed-event control component"", ""ranking_status"": ""component_only"", ""task_owner"": ""T3.2.5"", ""time_basis"": ""per event""}"
comparator,regime_hmm_estimator,host_estimator,component_only,cnn_fpga/benchmark/regime_hmm_baseline.py,Causal regime HMM,"{""artifact_paths"": [""docs/t3_2_6_regime_hmm_validation.json""], ""claim_boundary"": ""not a per-cycle decoder or direct lifetime row without an adapter"", ""comparator_id"": ""regime_hmm_estimator"", ""compute_budget"": ""bounded HMM state/history budget"", ""decision_target"": ""observed windows to regime posterior"", ""deployability"": ""host_deployable_component"", ""eligible_lanes"": [""event_and_regime_components""], ""expected_fragment"": ""def build_regime_hmm_validation"", ""family"": ""host_estimator"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/regime_hmm_baseline.py"", ""information_set"": [""causal window summaries"", ""frozen HMM parameters""], ""label"": ""Causal regime HMM"", ""metric_scope"": ""regime calibration/detection/cost"", ""output_contract"": ""regime posterior and state estimate"", ""protocol_scope"": ""host slow-loop regime component"", ""ranking_status"": ""component_only"", ""task_owner"": ""T3.2.6"", ""time_basis"": ""per validated window""}"
comparator,latest_outcome_mf_fnn,control_policy,main_candidate_when_budget_matched,cnn_fpga/benchmark/latest_outcome_markovian_baseline.py,Exact-budget latest-outcome MF/FNN,"{""artifact_paths"": [""docs/t3_2_7_latest_outcome_markovian_validation.json""], ""claim_boundary"": ""signed result and cutoff reversal must be retained; FNN is not a decoder oracle"", ""comparator_id"": ""latest_outcome_mf_fnn"", ""compute_budget"": ""72,853 parameters / 72,266 dense MACs"", ""decision_target"": ""latest observed g/e/leakage token to bounded sBs residual"", ""deployability"": ""software_control_baseline"", ""eligible_lanes"": [""control_matched_model""], ""expected_fragment"": ""def run_benchmark"", ""family"": ""control_policy"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/latest_outcome_markovian_baseline.py"", ""information_set"": [""latest outcome only""], ""label"": ""Exact-budget latest-outcome MF/FNN"", ""metric_scope"": ""paired fidelity/logical lifetime and memory contrast"", ""output_contract"": ""15-dimensional nominal-plus-bounded residual"", ""protocol_scope"": ""matched finite-cutoff sBs control model"", ""ranking_status"": ""main_candidate_when_budget_matched"", ""task_owner"": ""T3.2.7"", ""time_basis"": ""10-cycle matched-model horizon""}"
comparator,exponential_recurrence_controller,control_policy,main_candidate_when_same_trace,cnn_fpga/benchmark/exponential_recurrence_baseline.py,Handcrafted exponential recurrence,"{""artifact_paths"": [""docs/t3_2_10_exponential_recurrence_validation.json""], ""claim_boundary"": ""handcrafted recurrence is not the distilled student and high p(g) burden must remain visible"", ""comparator_id"": ""exponential_recurrence_controller"", ""compute_budget"": ""small analytic state/MAC budget"", ""decision_target"": ""causal event history to bounded sBs residual"", ""deployability"": ""deployable_control_candidate"", ""eligible_lanes"": [""control_matched_model""], ""expected_fragment"": ""def run_exponential_recurrence_baseline"", ""family"": ""control_policy"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/exponential_recurrence_baseline.py"", ""information_set"": [""current event"", ""small exponential state""], ""label"": ""Handcrafted exponential recurrence"", ""metric_scope"": ""paired fidelity/logical lifetime, p(g) and resource profile"", ""output_contract"": ""15-dimensional bounded residual via explicit recurrence"", ""protocol_scope"": ""matched finite-cutoff sBs control model"", ""ranking_status"": ""main_candidate_when_same_trace"", ""task_owner"": ""T3.2.10"", ""time_basis"": ""registered finite horizon""}"
comparator,bounded_residual_rnn_teacher,controller_teacher,offline_reference_not_deployable,cnn_fpga/benchmark/bounded_residual_rnn_teacher.py,Bounded-residual RNN teacher,"{""artifact_paths"": [""docs/t4_4_1_bounded_residual_rnn_teacher_validation.json""], ""claim_boundary"": ""not global optimum, mechanism proof, long-horizon/OOD or deployed controller"", ""comparator_id"": ""bounded_residual_rnn_teacher"", ""compute_budget"": ""72,853-parameter GRU teacher"", ""decision_target"": ""causal history to bounded sBs residual"", ""deployability"": ""offline_teacher"", ""eligible_lanes"": [""control_matched_model""], ""expected_fragment"": ""def run_bounded_residual_teacher_training"", ""family"": ""controller_teacher"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/bounded_residual_rnn_teacher.py"", ""information_set"": [""causal g/e history"", ""recurrent hidden state""], ""label"": ""Bounded-residual RNN teacher"", ""metric_scope"": ""paired fidelity/logical lifetime and burden"", ""output_contract"": ""15-dimensional nominal-plus-tanh-bounded residual"", ""protocol_scope"": ""matched two-level finite-cutoff sBs model"", ""ranking_status"": ""offline_reference_not_deployable"", ""task_owner"": ""T4.4.1"", ""time_basis"": ""trained/evaluated finite horizon""}"
comparator,distilled_low_dimensional_student,controller_student,qualified_main_candidate,cnn_fpga/benchmark/low_dimensional_student_distillation.py,Distilled low-dimensional student,"{""artifact_paths"": [""docs/t4_4_4_teacher_student_gain_retention.json"", ""docs/t4_4_5_teacher_student_branch_freeze.json""], ""claim_boundary"": ""qualified retention only; no universal NMF, OOD, leakage, RTL or board claim"", ""comparator_id"": ""distilled_low_dimensional_student"", ""compute_budget"": ""95 scalars / 87 analytic MACs"", ""decision_target"": ""causal event history to bounded sBs residual"", ""deployability"": ""deployable_candidate_before_quantized_hardware_gates"", ""eligible_lanes"": [""control_matched_model""], ""expected_fragment"": ""def run_low_dimensional_student_distillation"", ""family"": ""controller_student"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/low_dimensional_student_distillation.py"", ""information_set"": [""current g/e/leakage event"", ""four-state recurrence""], ""label"": ""Distilled low-dimensional student"", ""metric_scope"": ""teacher gain retention, fidelity/lifetime/burden/cost"", ""output_contract"": ""15-dimensional bounded residual with fail-closed leakage action"", ""protocol_scope"": ""matched two-level finite-cutoff sBs model"", ""ranking_status"": ""qualified_main_candidate"", ""task_owner"": ""T4.4.3/T4.4.4/T4.4.5"", ""time_basis"": ""10-cycle matched-model horizon""}"
comparator,finite_horizon_control_oracle,control_bound,nondeployable_short_horizon_reference,cnn_fpga/benchmark/trajectory_lookup_control_oracle.py,Finite-horizon control oracle,"{""artifact_paths"": [""docs/t3_2_9_trajectory_lookup_control_oracle.json""], ""claim_boundary"": ""two-cycle reference only; not decoder oracle, global control optimum or ten-cycle bound"", ""comparator_id"": ""finite_horizon_control_oracle"", ""compute_budget"": ""exponential lookup / multistart offline optimization"", ""decision_target"": ""causal measurement-tree prefix to optimized sBs action"", ""deployability"": ""nondeployable"", ""eligible_lanes"": [""control_oracle_short_horizon""], ""expected_fragment"": ""def run_trajectory_lookup_control_oracle"", ""family"": ""control_bound"", ""hidden_truth_access"": false, ""implementation_path"": ""cnn_fpga/benchmark/trajectory_lookup_control_oracle.py"", ""information_set"": [""offline full model tree"", ""online realized prefix only""], ""label"": ""Finite-horizon control oracle"", ""metric_scope"": ""exact terminal fidelity/value"", ""output_contract"": ""history-indexed optimized 15-parameter action"", ""protocol_scope"": ""fixed ansatz and exact short control tree"", ""ranking_status"": ""nondeployable_short_horizon_reference"", ""task_owner"": ""T3.2.9"", ""time_basis"": ""two-cycle horizon only""}"
artifact,T3.1.1,provenance,PASS,docs/t3_1_1_standard_binning_validation.json,5911b302ec4bcb19264f8ee6e8301078ba5f104470c4f22d2e92be7a109c0bd2,
artifact,T3.1.2,provenance,PASS,docs/t3_1_2_static_map_validation.json,5c5135800d4fbbc36436979b86698e5378dee45d8dcbdc387076ebb164fa8585,
artifact,T3.1.3,provenance,PASS,docs/t3_1_3_oracle_validation.json,d539acf3beb2b06e4329a1140b9d80efec630905c7d50d9aa5055deb008324a9,
artifact,T3.1.5,provenance,PASS,docs/t3_1_5_topk_map_validation.json,aac5cb70cf63cb238b2abd8f75d52b96dcda72c86a4e0e899cb9e30e05aec2ec,
artifact,T3.2.10,provenance,PASS,docs/t3_2_10_exponential_recurrence_validation.json,120171277b57267cd68f492e5a804b5ce5b5c54aa3ee7bc8517ed2f3a52fb8d7,
artifact,T3.2.1,provenance,PASS,docs/t3_2_1_memory_bayesian_validation.json,cd4be868e90210180ad8790432b7da1f6b4463bb3f69f4c2c254c9e0dd8da9c9,
artifact,T3.2.2,provenance,PASS,docs/t3_2_2_continuous_adaptive_map_validation.json,d5899267c7479d333df6d05b2dd8d69e907d2884023d7900448f1baf626d9e13,
artifact,T3.2.3,provenance,PASS,docs/t3_2_3_sliding_window_validation.json,04c4f8f304542dca10fb4889c5571b2c9742767a19c6a6f362162cbb2bdd69fb,
artifact,T3.2.5,provenance,PASS,docs/t3_2_5_run_length_fsm_validation.json,15112a68970b184788a9a37002b1026a8268250767782b15fc0ee478cfbb8988,
artifact,T3.2.6,provenance,PASS,docs/t3_2_6_regime_hmm_validation.json,846885105ffdb3ea8499750da30d5966d8ebe31b33127bd120e0fe272e37cf61,
artifact,T3.2.7,provenance,PASS,docs/t3_2_7_latest_outcome_markovian_validation.json,3213b988cef743551a229cfeecfb4e588a959f12d32e4a8cf70d2361b152278d,
artifact,T3.2.8,provenance,PASS,docs/t3_2_8_autonomous_sbs_wallclock_validation.json,0e82244bec0e71b30ccc79a0e1a49e30f89cc7a94c63c0e4beeefbae31da6441,
artifact,T3.2.9,provenance,PASS,docs/t3_2_9_trajectory_lookup_control_oracle.json,604df4fb818a4ffd4c7c91d913742cee979f1021467f999af6a16c2a60734d7a,
artifact,T4.4.1,provenance,PASS,docs/t4_4_1_bounded_residual_rnn_teacher_validation.json,c71094493a63f7a3b1287d28c0a1b71d3ce7a03e16a281a27967a87a65669d53,
artifact,T4.4.4,provenance,PASS,docs/t4_4_4_teacher_student_gain_retention.json,5cd1478de22ecd998aaf678bc6f14873134e57bc8ae2fc4408df215544b86dfc,
artifact,T4.4.5,provenance,PASS,docs/t4_4_5_teacher_student_branch_freeze.json,15abd3e94c69e0fa85bc871ca9967eacbf3af8e948741f0b53986cbacd8ad612,
implementation,no_correction_idle_memory,provenance,LIVE,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,class IdleMemorySimulator
implementation,standard_binning,provenance,LIVE,cnn_fpga/benchmark/standard_binning_baseline.py,c79e52cd319a14f389cdd1e5baced884d786c4ec033b88d3cb5b1f4be2ec51db,STANDARD_BINNING_DESCRIPTOR =
implementation,standard_measurement_feedback_sbs,provenance,LIVE,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,class NonselectiveSBSSimulator
implementation,autonomous_sbs,provenance,LIVE,physics/autonomous_sbs.py,1f599cd47bdb15f539664b8bb975a3fa138f8ddbd8ff192299fa34314c813434,AUTONOMOUS_TIMING =
implementation,static_periodic_map,provenance,LIVE,cnn_fpga/benchmark/static_map_baseline.py,6bb4c1705907476adbbe8487111b5f5123e6d984e9c0ec6620609ad335d7d3af,def build_static_map_validation
implementation,topk_periodic_map,provenance,LIVE,cnn_fpga/benchmark/topk_lattice_coset_map.py,448dc05ad4c86b9b74d2b37a8e077546d09a676f4f4aeca665a8035e4ff17ead,def build_topk_validation
implementation,decoder_oracle_map,provenance,LIVE,cnn_fpga/benchmark/oracle_baseline.py,72f40b4fe9d1cbea6a33ab55c75b24f240e071611e8a98feef0a7058b0ca2f19,def build_oracle_validation
implementation,finite_energy_static_shrinkage,provenance,LIVE,physics/finite_energy_trends.py,b3943ba9308cf2a7c329d5191c84c9a8852c6a0116ce60105d24a42c35f350fd,def run_finite_energy_shrinkage_trend
implementation,memory_bayesian,provenance,LIVE,cnn_fpga/benchmark/memory_assisted_bayesian_decoder.py,3078fb39e219a8e77de12c0e6da49fda30ece2131a33768a63b6d0ca2fa18279,def build_memory_bayesian_validation
implementation,ewma_adaptive_map,provenance,LIVE,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,def build_continuous_adaptive_validation
implementation,kalman_adaptive_map,provenance,LIVE,cnn_fpga/benchmark/continuous_adaptive_map.py,979e71606b7928689de5726cbba69535d8d89527582e2883f23b480706f244ef,def build_continuous_adaptive_validation
implementation,sliding_window_map,provenance,LIVE,cnn_fpga/benchmark/sliding_window_syndrome_estimator.py,3a172d3f909b5cd347ba9f17ff89bfb1a16934887cd5e596dbb54e381de436a7,def build_sliding_window_validation
implementation,run_length_event_controller,provenance,LIVE,cnn_fpga/benchmark/run_length_fsm_baseline.py,643b9f70df14ba3ac1132b68a12b068da0f4105fa4594931caec52c277513ba8,def build_run_length_validation
implementation,regime_hmm_estimator,provenance,LIVE,cnn_fpga/benchmark/regime_hmm_baseline.py,29702d8e641a46c22a6bccf12f37ac5c1984c1be6eee8ac84cb8d6b3146bbbdc,def build_regime_hmm_validation
implementation,latest_outcome_mf_fnn,provenance,LIVE,cnn_fpga/benchmark/latest_outcome_markovian_baseline.py,799378876d5d4d35945a682f4bde905455f0fd044a0dee00e68825a513124492,def run_benchmark
implementation,exponential_recurrence_controller,provenance,LIVE,cnn_fpga/benchmark/exponential_recurrence_baseline.py,c652145865938b797e00f6847d1e2b544a80f5822d0d753d9e48d5ce207fe8b2,def run_exponential_recurrence_baseline
implementation,bounded_residual_rnn_teacher,provenance,LIVE,cnn_fpga/benchmark/bounded_residual_rnn_teacher.py,948f411bc80148c97db994a1da26a4281b2ec34bc252a3e064647f1c81e27243,def run_bounded_residual_teacher_training
implementation,distilled_low_dimensional_student,provenance,LIVE,cnn_fpga/benchmark/low_dimensional_student_distillation.py,6f72ac2b1ec68013e06e6a9960f3a6ccee13c71e584a68362588430f0dde65de,def run_low_dimensional_student_distillation
implementation,finite_horizon_control_oracle,provenance,LIVE,cnn_fpga/benchmark/trajectory_lookup_control_oracle.py,fd6fed6e69bd66d1dc2543ba2fc54cc23208e7b61f63710ac5d7edf6131a8924,def run_trajectory_lookup_control_oracle
lane_member,standard_binning,decoder_current_syndrome,REGISTERED,,paired logical decision error on identical syndrome traces,top-K is an implementation sensitivity; decoder oracle is a nondeployable reference
