section,row_id,lane_or_panel,state_or_namespace,payload_json,payload_sha256
figure_element,MM-E1,MULTIMODE_SOFTWARE_ALGORITHM,LER,"{""allowed_wording"":""Opened development context; not strongest-baseline SOTA."",""annotation"":""Opened development context; not strongest-baseline SOTA."",""element_id"":""MM-E1"",""evidence"":{""code"":[""mm_opened_code""],""configs"":[""self_config"",""mm_opened_config""],""raw_data"":[""mm_opened_raw""],""reports"":[""mm_opened_report""],""selectors"":[""summaries.aggregate"",""comparisons.aggregate"",""formal_counts"",""claim_boundary""],""sources"":[""mm_official_source""]},""forbidden_interpretation"":[""global SOTA"",""hardware latency""],""lane_id"":""MULTIMODE_SOFTWARE_ALGORITHM"",""metric_namespace"":""LER"",""panel_id"":""MULTIMODE_SOFTWARE"",""title"":""Opened task-local d=3 LER"",""value"":{""absolute_improvement"":{""ci_high"":0.06492635677083333,""ci_low"":0.0644128125,""clusters"":32,""mean"":0.0646684375,""resamples"":20000},""candidate_p_L"":0.1722609375,""cycles"":9600000,""static_euclidean_p_L"":0.236929375}}",4ae0b55cf51062585146dcacf57296a878d07b10d818f6190b5eb077e3bf0ddd
figure_element,MM-E2,MULTIMODE_SOFTWARE_ALGORITHM,TAIL,"{""allowed_wording"":""Non-overlapping 512-cycle windows under the frozen task-local rule."",""annotation"":""Non-overlapping 512-cycle windows under the frozen task-local rule."",""element_id"":""MM-E2"",""evidence"":{""code"":[""mm_opened_code""],""configs"":[""self_config"",""mm_opened_config""],""raw_data"":[""mm_opened_raw""],""reports"":[""mm_opened_report""],""selectors"":[""summaries.aggregate"",""comparisons.aggregate"",""formal_counts"",""claim_boundary""],""sources"":[""mm_official_source""]},""forbidden_interpretation"":[""general tail SOTA"",""strongest-baseline tail""],""lane_id"":""MULTIMODE_SOFTWARE_ALGORITHM"",""metric_namespace"":""TAIL"",""panel_id"":""MULTIMODE_SOFTWARE"",""title"":""Opened task-local registered tail"",""value"":{""candidate_cvar95_window_ler"":0.24062666933760685,""candidate_worst_window_ler"":0.291015625}}",b10e480c290067fefc5796a9433ee02b58a14d36d421eed285d35e71788574c1
figure_element,MM-E3,MULTIMODE_SOFTWARE_ALGORITHM,COMPUTE,"{""allowed_wording"":""Software runtime and sampled allocation, not RTL timing or physical power."",""annotation"":""Software runtime and sampled allocation, not RTL timing or physical power."",""element_id"":""MM-E3"",""evidence"":{""code"":[""mm_opened_code""],""configs"":[""self_config"",""mm_opened_config""],""raw_data"":[""mm_opened_raw""],""reports"":[""mm_opened_report""],""selectors"":[""summaries.aggregate"",""comparisons.aggregate"",""formal_counts"",""claim_boundary""],""sources"":[""mm_official_source""]},""forbidden_interpretation"":[""six-cycle latency"",""FPGA resource""],""lane_id"":""MULTIMODE_SOFTWARE_ALGORITHM"",""metric_namespace"":""COMPUTE"",""panel_id"":""MULTIMODE_SOFTWARE"",""title"":""Opened task-local host compute"",""value"":{""candidate_allocated_bytes_first_decode_max"":20448,""candidate_runtime_seconds"":1853.8019994000108,""candidate_seconds_per_decode"":0.00019310437493750112}}",576f89d7426e92d0b0caecfb4b012e178aac6b86c13781b553b065aaf08d3526
figure_element,MM-E4,MULTIMODE_SOFTWARE_ALGORITHM,LER,"{""allowed_wording"":""Mandatory negative: point and LCB are both zero."",""annotation"":""Mandatory negative: point and LCB are both zero."",""element_id"":""MM-E4"",""evidence"":{""code"":[""mm_headroom_code""],""configs"":[""self_config"",""mm_headroom_config""],""raw_data"":[""mm_headroom_raw"",""mm_headroom_source_data""],""reports"":[""mm_headroom_report""],""selectors"":[""strongest_development_baseline_selection"",""paired_bootstrap"",""headroom_gate"",""scope""],""sources"":[""mm_headroom_source"",""cancellation_ledger""]},""forbidden_interpretation"":[""remove denominator"",""rescue with RTL""],""lane_id"":""MULTIMODE_SOFTWARE_ALGORITHM"",""metric_namespace"":""LER"",""panel_id"":""MULTIMODE_SOFTWARE"",""title"":""Phase-6D v1 strongest-baseline headroom"",""value"":{""baseline_p_L"":0.11197916666666667,""formal_or_pilot_accessed"":false,""proposed_p_L"":0.11197916666666667,""relative_improvement_lcb"":0.0,""relative_improvement_point"":0.0,""strongest_baseline"":""static_mixture_exact_mld"",""verdict"":""NO_GO_MULTIMODE_CAUSAL_HEADROOM""}}",d4dce89ba2bb0df2f534f1b77f516b4a0c6c88733348a100282b41d8921fb056
figure_element,MM-E5,MULTIMODE_SOFTWARE_ALGORITHM,EVIDENCE_STATE,"{""allowed_wording"":""T6.24.5 Dropped; pilot/formal unaccessed."",""annotation"":""T6.24.5 Dropped; pilot/formal unaccessed."",""element_id"":""MM-E5"",""evidence"":{""code"":[""mm_headroom_code""],""configs"":[""self_config"",""mm_headroom_config""],""raw_data"":[""mm_headroom_raw"",""mm_headroom_source_data""],""reports"":[""mm_headroom_report""],""selectors"":[""strongest_development_baseline_selection"",""paired_bootstrap"",""headroom_gate"",""scope""],""sources"":[""mm_headroom_source"",""cancellation_ledger""]},""forbidden_interpretation"":[""formal result"",""frozen SOTA""],""lane_id"":""MULTIMODE_SOFTWARE_ALGORITHM"",""metric_namespace"":""EVIDENCE_STATE"",""panel_id"":""MULTIMODE_SOFTWARE"",""title"":""Frozen-benchmark promotion state"",""value"":null}",6853be98c942ad2b02c8e3a2891562d1f4e893cd28fa602199ac1227e1646032
figure_element,RTL-E1,SINGLE_MODE_DETERMINISTIC_RTL,LATENCY_CYCLES,"{""allowed_wording"":""Cycle contract, not physical nanoseconds."",""annotation"":""Cycle contract, not physical nanoseconds."",""element_id"":""RTL-E1"",""evidence"":{""code"":[""rtl_formal_code"",""rtl_long_code"",""rtl_hardware_code""],""configs"":[""self_config"",""rtl_formal_config"",""rtl_long_config"",""rtl_hardware_config""],""raw_data"":[""rtl_formal_raw"",""rtl_long_raw"",""rtl_hardware_raw""],""reports"":[""rtl_formal_report"",""rtl_long_report"",""rtl_hardware_report""],""selectors"":[""formal_results"",""aggregate_python"",""clock_model"",""fmax_mhz"",""resource_summary"",""critical_paths""],""sources"":[""rtl_production_source"",""rtl_long_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""multimode latency"",""board latency""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""LATENCY_CYCLES"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Deterministic pipeline"",""value"":{""II"":1,""cycles"":6}}",7aa40c251ba53c5dd10233b86687031d02ce4eb3345c1eb1fd3a62796f21f2f5
figure_element,RTL-E2,SINGLE_MODE_DETERMINISTIC_RTL,PROPERTY,"{""allowed_wording"":""Two-state pre-board property scope."",""annotation"":""Two-state pre-board property scope."",""element_id"":""RTL-E2"",""evidence"":{""code"":[""rtl_formal_code"",""rtl_long_code"",""rtl_hardware_code""],""configs"":[""self_config"",""rtl_formal_config"",""rtl_long_config"",""rtl_hardware_config""],""raw_data"":[""rtl_formal_raw"",""rtl_long_raw"",""rtl_hardware_raw""],""reports"":[""rtl_formal_report"",""rtl_long_report"",""rtl_hardware_report""],""selectors"":[""formal_results"",""aggregate_python"",""clock_model"",""fmax_mhz"",""resource_summary"",""critical_paths""],""sources"":[""rtl_production_source"",""rtl_long_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""physical metastability proof"",""multimode safety""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""PROPERTY"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Atomic/fail-closed property closure"",""value"":{""formal_gates"":{""passed"":17,""total"":17},""formal_mutations"":{""killed"":21,""minimum"":18,""total"":21},""long_gates"":{""passed"":19,""total"":19},""long_semantic_mutations"":{""detected"":21,""total"":21}}}",c846d7ea18756f4c0815445dccd02418925ab2e0415b23d232a88e85eee51770
figure_element,RTL-E3,SINGLE_MODE_DETERMINISTIC_RTL,CXXRTL,"{""allowed_wording"":""Full 148-byte public vector; zero mismatch."",""annotation"":""Full 148-byte public vector; zero mismatch."",""element_id"":""RTL-E3"",""evidence"":{""code"":[""rtl_formal_code"",""rtl_long_code"",""rtl_hardware_code""],""configs"":[""self_config"",""rtl_formal_config"",""rtl_long_config"",""rtl_hardware_config""],""raw_data"":[""rtl_formal_raw"",""rtl_long_raw"",""rtl_hardware_raw""],""reports"":[""rtl_formal_report"",""rtl_long_report"",""rtl_hardware_report""],""selectors"":[""formal_results"",""aggregate_python"",""clock_model"",""fmax_mhz"",""resource_summary"",""critical_paths""],""sources"":[""rtl_production_source"",""rtl_long_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""four-state proof"",""board correctness""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""CXXRTL"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Million-cycle exact qualification"",""value"":{""cycles_qualified"":1000000,""ii1_input_pairs"":998435,""ii1_output_pairs"":998435,""initiation_interval_cycles"":1,""latency_cycles"":6,""mismatches"":0}}",1f62c50d5e4e39218221208f5418d45148f1284e4d47da80dfb117ab4b62078b
figure_element,RTL-E4,SINGLE_MODE_DETERMINISTIC_RTL,POST_ROUTE,"{""allowed_wording"":""Critical paths end in observability fold; conservative harness estimate."",""annotation"":""Critical paths end in observability fold; conservative harness estimate."",""element_id"":""RTL-E4"",""evidence"":{""code"":[""rtl_formal_code"",""rtl_long_code"",""rtl_hardware_code""],""configs"":[""self_config"",""rtl_formal_config"",""rtl_long_config"",""rtl_hardware_config""],""raw_data"":[""rtl_formal_raw"",""rtl_long_raw"",""rtl_hardware_raw""],""reports"":[""rtl_formal_report"",""rtl_long_report"",""rtl_hardware_report""],""selectors"":[""formal_results"",""aggregate_python"",""clock_model"",""fmax_mhz"",""resource_summary"",""critical_paths""],""sources"":[""rtl_production_source"",""rtl_long_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""bare-core Fmax"",""fastest""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""POST_ROUTE"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Three-seed whole-harness P&R"",""value"":{""clock_model"":{""at_27mhz_ns"":222.22222222222223,""at_minimum_fmax_ns"":163.06799196180498,""cycles"":6,""deadline_miss_count"":null,""evidence_level"":""post-route clock model; no transport or physical jitter"",""initiation_interval_cycles"":1,""jitter_ns"":null},""critical_paths"":[{""clock_to_q_ns"":0.23100000619888306,""end_cell"":""fold[11]_DFFR_Q"",""end_component"":""observability_fold"",""end_location"":[7,12],""from_clock"":""posedge converged.clk"",""logic_ns"":11.972000300884247,""period_ns"":26.40700029209256,""routing_ns"":14.16899998486042,""seed"":1,""segment_count"":93,""setup_ns"":0.03500000014901161,""start_cell"":""converged.core.phase_frame_x_DFFRE_Q"",""start_component"":""production_core"",""start_location"":[22,14],""to_clock"":""posedge converged.clk"",""wrapper_may_dominate"":true},{""clock_to_q_ns"":0.23100000619888306,""end_cell"":""fold[11]_DFFR_Q_15"",""end_component"":""observability_fold"",""end_location"":[6,14],""from_clock"":""posedge converged.clk"",""logic_ns"":9.858000248670578,""period_ns"":26.500000212341547,""routing_ns"":16.375999957323074,""seed"":7,""segment_count"":77,""setup_ns"":0.03500000014901161,""start_cell"":""converged.core.leakage_clean_run_DFFRE_Q_1"",""start_component"":""production_core"",""start_location"":[19,15],""to_clock"":""posedge converged.clk"",""wrapper_may_dominate"":true},{""clock_to_q_ns"":0.23100000619888306,""end_cell"":""fold[11]_DFFR_Q"",""end_component"":""observability_fold"",""end_location"":[7,10],""from_clock"":""posedge converged.clk"",""logic_ns"":10.30700021982193,""period_ns"":27.17800024524331,""routing_ns"":16.605000019073486,""seed"":19,""segment_count"":81,""setup_ns"":0.03500000014901161,""start_cell"":""converged.core.leakage_clean_run_DFFRE_Q"",""start_component"":""production_core"",""start_location"":[22,11],""to_clock"":""posedge converged.clk"",""wrapper_may_dominate"":true}],""fmax_mhz"":{""maximum"":37.86874771118164,""median"":37.73584747314453,""minimum"":36.79446792602539,""spread"":1.07427978515625}}}",00f0e7f372fe679907424257e860f7920dcd7084359b6126bf33204f569b53cc
figure_element,RTL-E5,SINGLE_MODE_DETERMINISTIC_RTL,RESOURCE,"{""allowed_wording"":""Post-route utilization range for the qualification harness."",""annotation"":""Post-route utilization range for the qualification harness."",""element_id"":""RTL-E5"",""evidence"":{""code"":[""rtl_formal_code"",""rtl_long_code"",""rtl_hardware_code""],""configs"":[""self_config"",""rtl_formal_config"",""rtl_long_config"",""rtl_hardware_config""],""raw_data"":[""rtl_formal_raw"",""rtl_long_raw"",""rtl_hardware_raw""],""reports"":[""rtl_formal_report"",""rtl_long_report"",""rtl_hardware_report""],""selectors"":[""formal_results"",""aggregate_python"",""clock_model"",""fmax_mhz"",""resource_summary"",""critical_paths""],""sources"":[""rtl_production_source"",""rtl_long_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""board readback"",""cross-device rank""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""RESOURCE"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Three-seed resource range"",""value"":{""ALU"":{""available"":15552,""maximum"":590,""median"":590,""minimum"":590},""BSRAM"":{""available"":46,""maximum"":8,""median"":8,""minimum"":8},""DFF"":{""available"":15552,""maximum"":2495,""median"":2495,""minimum"":2495},""IOB"":{""available"":384,""maximum"":18,""median"":18,""minimum"":18},""LUT4"":{""available"":20736,""maximum"":6130,""median"":6118,""minimum"":6108},""MULT18X18"":{""available"":48,""maximum"":1,""median"":1,""minimum"":1},""MULT9X9"":{""available"":96,""maximum"":1,""median"":1,""minimum"":1}}}",1564cd40994e3d7b3e208a9527fec75b701c9431e64a8bbcc24088a8714e39e6
figure_element,RTL-E6,SINGLE_MODE_DETERMINISTIC_RTL,BOARD_NULL,"{""allowed_wording"":""All measured fields remain null."",""annotation"":""All measured fields remain null."",""element_id"":""RTL-E6"",""evidence"":{""code"":[""rtl_hardware_code"",""board_blocker_code""],""configs"":[""self_config"",""rtl_hardware_config""],""raw_data"":[""rtl_hardware_raw""],""reports"":[""rtl_hardware_report"",""board_blocker_report""],""selectors"":[""measured_fields"",""evidence_boundary""],""sources"":[""rtl_production_source"",""rtl_hardware_source""]},""forbidden_interpretation"":[""measured latency"",""measured power""],""lane_id"":""SINGLE_MODE_DETERMINISTIC_RTL"",""metric_namespace"":""BOARD_NULL"",""panel_id"":""SINGLE_MODE_RTL"",""title"":""Physical board fields"",""value"":{""board_deadline_miss_rate"":null,""board_jitter_ns"":null,""board_latency_ns"":null,""board_power_mw"":null,""physical_commit_latency_us"":null,""physical_transfer_latency_us"":null}}",d5b0407245525690eec9dfe22779a164598760a9ac8299f45dc4ecf51a09177c
figure_element,ML-E1,LEARNED_APPROXIMATION_EXTENSION,STATUS,"{""allowed_wording"":""Inset/status only; no primary result metric."",""annotation"":""Inset/status only; no primary result metric."",""element_id"":""ML-E1"",""evidence"":{""code"":[""dual_contract_code"",""mm_headroom_code"",""rtl_hardware_code""],""configs"":[""self_config"",""mm_headroom_config"",""rtl_hardware_config""],""raw_data"":[""dual_contract_raw"",""mm_headroom_source_data"",""rtl_hardware_raw""],""reports"":[""dual_contract_report"",""mm_headroom_report"",""rtl_hardware_report""],""selectors"":[""lanes.LEARNED_APPROXIMATION_EXTENSION"",""scope"",""learning_extension""],""sources"":[""cancellation_ledger"",""rtl_hardware_source""]},""forbidden_interpretation"":[""third primary lane"",""algorithm or RTL promotion""],""lane_id"":""LEARNED_APPROXIMATION_EXTENSION"",""metric_namespace"":""STATUS"",""panel_id"":""LEARNING_EXTENSION"",""title"":""CNN/student disposition"",""value"":{""T6.26.1"":""Dropped"",""T6.26.2"":""Dropped"",""present_in_primary_rtl"":false}}",6d78c7f5b09678370c4888d60b820317a69c8aaed0e6a77cc4839383b9240717
forbidden_transfer,MM_LER_TO_RTL,MULTIMODE_SOFTWARE_ALGORITHM,REJECT,"{""disposition"":""REJECT"",""source_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""MM_LER_TO_RTL"",""trigger"":""attach multimode LER to current RTL implementation""}",417c76facb673d87f211eec1eb91a22d550a0f704eab0b15685e15fbb0fbf67e
forbidden_transfer,RTL_LATENCY_TO_MM,SINGLE_MODE_DETERMINISTIC_RTL,REJECT,"{""disposition"":""REJECT"",""source_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""target_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""transfer_id"":""RTL_LATENCY_TO_MM"",""trigger"":""attach six-cycle latency to the multimode software decoder""}",14d65a250308f441668a2dd684a9f3c9b37c2b3293ab0b7552ae16ec44b47297
forbidden_transfer,MM_POSITIVE_TO_MM_SOTA,MULTIMODE_SOFTWARE_ALGORITHM,REJECT,"{""disposition"":""REJECT"",""source_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""target_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""transfer_id"":""MM_POSITIVE_TO_MM_SOTA"",""trigger"":""promote opened T6.18.3 context to frozen strongest-baseline SOTA""}",edd05eab69f618c21450bb1aa5c7574a11cf3347b0b47cde3f0d085f10fc7715
forbidden_transfer,MM_NEGATIVE_RESOLVED_BY_RTL,SINGLE_MODE_DETERMINISTIC_RTL,REJECT,"{""disposition"":""REJECT"",""source_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""target_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""transfer_id"":""MM_NEGATIVE_RESOLVED_BY_RTL"",""trigger"":""use RTL safety to rescue zero multimode headroom""}",a73667b6b52120626a70b29a1c9bd33ae9195e91d7e8904d519308f613b43a9b
forbidden_transfer,RTL_SAFETY_RESOLVED_BY_MM,MULTIMODE_SOFTWARE_ALGORITHM,REJECT,"{""disposition"":""REJECT"",""source_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""RTL_SAFETY_RESOLVED_BY_MM"",""trigger"":""use LER evidence to satisfy RTL property gates""}",ab92be0f8349701ed73ee5fd7e1b813a836584677d9232d1a2efb46a84289cd0
forbidden_transfer,LEARNING_TO_MM_PROMOTION,LEARNED_APPROXIMATION_EXTENSION,REJECT,"{""disposition"":""REJECT"",""source_lane"":""LEARNED_APPROXIMATION_EXTENSION"",""target_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""transfer_id"":""LEARNING_TO_MM_PROMOTION"",""trigger"":""use absent student as algorithm promotion evidence""}",6c058976f9621d0ff2bf9e825d0aaaa53a62eb3e73c176c69ba8b86335869645
forbidden_transfer,LEARNING_TO_RTL_PROMOTION,LEARNED_APPROXIMATION_EXTENSION,REJECT,"{""disposition"":""REJECT"",""source_lane"":""LEARNED_APPROXIMATION_EXTENSION"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""LEARNING_TO_RTL_PROMOTION"",""trigger"":""use learned accuracy as atomic/fail-closed evidence""}",c817927ce07b53b2e117ee784310f3ea8f9c475aad5cfb16b0d35b15991c23a5
forbidden_transfer,PREBOARD_TO_BOARD,SINGLE_MODE_DETERMINISTIC_RTL,REJECT,"{""disposition"":""REJECT"",""source_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""PREBOARD_TO_BOARD"",""trigger"":""rename P&R/clock model as measured""}",ab3f2ab2c7e07c7d714314c01fbe04e130305ae353ee216812b17bbb3188636b
forbidden_transfer,HARNESS_FMAX_TO_BARE_CORE,SINGLE_MODE_DETERMINISTIC_RTL,REJECT,"{""disposition"":""REJECT"",""source_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""HARNESS_FMAX_TO_BARE_CORE"",""trigger"":""rename observability-harness Fmax as bare-core Fmax""}",a4bbcd740e390d698cb34d2e776ec72dc3b6b12fadb385d56d8ab6b95fcd1694
forbidden_transfer,CROSS_LANE_WEIGHTED_SCORE,MULTIMODE_SOFTWARE_ALGORITHM,REJECT,"{""disposition"":""REJECT"",""source_lane"":""MULTIMODE_SOFTWARE_ALGORITHM"",""target_lane"":""SINGLE_MODE_DETERMINISTIC_RTL"",""transfer_id"":""CROSS_LANE_WEIGHTED_SCORE"",""trigger"":""combine LER, latency and safety into one weighted rank""}",8ad3ba8903fd6053c965d6f310c04884bc263dae2e2354380475c11672c3a005
artifact,implementation,META,BINDING,"{""artifact_id"":""implementation"",""bytes"":50664,""path"":""cnn_fpga/benchmark/phase6d_dual_lane_evidence_matrix.py"",""sha256"":""e86ffa21c9623ba5391f66289e975ed3e7d4675c75985c317418422f654574f5""}",1047fed448b6b73f869d375173bb57b8330e487563dc74e8542c5755ba534c7f
artifact,self_config,META,BINDING,"{""artifact_id"":""self_config"",""bytes"":2312,""path"":""configs/phase6d/t6_26_3_dual_lane_evidence_matrix.json"",""sha256"":""09dd65e9b3d8b655025e4965951bfe40d20fe876961c84abc756815800984d7c""}",79072c3df88564f32aeb1005297b8b796277ddfb7dd09fa4d6ff581ae3e4d4b6
artifact,cancellation_ledger,META,BINDING,"{""artifact_id"":""cancellation_ledger"",""bytes"":3034,""path"":""docs/phase6d_multimode_v1_cancellation_ledger.md"",""sha256"":""d468d37c973c3360036feab148195013e0247f1a88d0d54f7282d59dde8abf31""}",0185dbc9db2f9be2256e6e6fd376e64b8978eaf63b500d97aef7f12771eca006
artifact,dual_contract_report,META,BINDING,"{""artifact_id"":""dual_contract_report"",""bytes"":23824,""path"":""docs/t6_20_2_dual_evidence_lane_contract.json"",""sha256"":""bb007dd74658143060587620d06e336f3742f0f8aeb714bb8bbb096b4611f6dd""}",0ca293f9483da5314f7ee46f8ab27e280f96dff4a27e140bf19f02aede93a4d9
artifact,dual_contract_raw,META,BINDING,"{""artifact_id"":""dual_contract_raw"",""bytes"":18164,""path"":""docs/t6_20_2_dual_evidence_lane_contract_source_data.csv"",""sha256"":""7d626e6a7bdc36c48ce89ce6d46e229b6f7552e3128155c9ff2088c9395875e5""}",0e633a5709afd69dde3bf2ee4b1ea4406edcc2a4144e6599b504ff30748fb896
artifact,dual_contract_code,META,BINDING,"{""artifact_id"":""dual_contract_code"",""bytes"":41834,""path"":""cnn_fpga/benchmark/dual_evidence_lane_contract.py"",""sha256"":""385c7e87e4c0f274f5746f980c2a128381a7a9f27b1abdc92541b241b7a40ece""}",7298a7ce461ee3fae6c3cedca133829d6030a6ef8e4407eed1762dc8f95773b7
artifact,mm_opened_report,META,BINDING,"{""artifact_id"":""mm_opened_report"",""bytes"":32023,""path"":""docs/t6_18_3_multimode_posterior_weighted_cpd.json"",""sha256"":""7d5f27225f377b88b130e721a3ba5d739662efa52f72796b852d99a0d6e857a8""}",dd64ec1b7c6576834dc62f12f3ab28f32e5ce896c880b3d17a60bd966e4308e3
artifact,mm_opened_raw,META,BINDING,"{""artifact_id"":""mm_opened_raw"",""bytes"":17109010,""path"":""docs/t6_18_3_multimode_posterior_weighted_cpd_source_data.csv"",""sha256"":""560cea6e6e9a211347263b353db7b53a28d592038d6e98b48e08b06df52ab814""}",948df7449eb49bf805967f96007038f00b8259789a286e85a434be366bce142b
artifact,mm_opened_config,META,BINDING,"{""artifact_id"":""mm_opened_config"",""bytes"":3003,""path"":""configs/literature/t6_18_3_multimode_drift.json"",""sha256"":""62ffd7b788b3f320d736696506875b7054b78775cd586621c06881a06458ce4b""}",c1625f037c8969091227c8d73bd7fdd99636131062ac74a1b45dd6571b28ef8d
artifact,mm_opened_code,META,BINDING,"{""artifact_id"":""mm_opened_code"",""bytes"":35985,""path"":""cnn_fpga/benchmark/multimode_posterior_weighted_cpd.py"",""sha256"":""0669d3046d051fac3306902ed424adcd3f464528051c3c41d311c63e3f0fe320""}",cd7a161f0525057b8ef1f08b51ff4f3efb044d34c5414aef8051f77549f323e4
artifact,mm_official_source,META,BINDING,"{""artifact_id"":""mm_official_source"",""bytes"":6914,""path"":""third_party/LatticeAlgorithms.jl/src/gkp.jl"",""sha256"":""9f8c62d77731ed41d95ac9d6fde73facec3db9498bde83462737e2823bdd1d29""}",e6b3b1c416e895d403efce7cdf80232de7f7aa50b92ff6e7445e333fac980269
artifact,mm_headroom_report,META,BINDING,"{""artifact_id"":""mm_headroom_report"",""bytes"":28011,""path"":""docs/t6_20_4_multimode_causal_headroom.json"",""sha256"":""091e68bdd63f7245999e7506c9eda4fc37970d02792f5d82eb53583364098d93""}",1eef46ed7c8a7bce5b28756f820edba5ecc06402d0dbbfb2ac0b8050cea2f8bf
artifact,mm_headroom_raw,META,BINDING,"{""artifact_id"":""mm_headroom_raw"",""bytes"":391830,""path"":""runs/t6_20_4_causal_headroom_raw.json"",""sha256"":""cf825e703b54a15de05bf8a54ffd498ffd5917fb3727e14f53ccf610105fde35""}",8372a468dc90f40b7e3e7a3438aaf8c4665b34d81c051d957056de5a57b45510
artifact,mm_headroom_source_data,META,BINDING,"{""artifact_id"":""mm_headroom_source_data"",""bytes"":12810,""path"":""docs/t6_20_4_multimode_causal_headroom_source_data.csv"",""sha256"":""41d5dbe60186a2aae3a4b289357c341d83143951fddfd976658ce9c6330c1334""}",22536480df7c6db96da6fec59cfe7073a62192bceadf6e36d03eb4315c18d6f8
artifact,mm_headroom_config,META,BINDING,"{""artifact_id"":""mm_headroom_config"",""bytes"":2942,""path"":""configs/phase6d/t6_20_4_causal_headroom.json"",""sha256"":""e0f21b8aa220bee40aa9b6e27e84d13cdf2e40a6a69d906e23ddb6c53ff8297f""}",9bbeaec15d337587fc10bfe2ef3aceab20395bd93565ac8db0f27dc2f3a4ee25
artifact,mm_headroom_code,META,BINDING,"{""artifact_id"":""mm_headroom_code"",""bytes"":34126,""path"":""cnn_fpga/benchmark/multimode_causal_headroom.py"",""sha256"":""7b10532716d08e48f1a46c45a2583dcfac6df427218d67386fe19c3b60dbe1e7""}",781c321247d5cc9695dfbd3d89b0b54af23c8b397837bf32fd6b5507a1a3cf6a
artifact,mm_headroom_source,META,BINDING,"{""artifact_id"":""mm_headroom_source"",""bytes"":41726,""path"":""scripts/run_t6_20_4_causal_headroom.jl"",""sha256"":""88358c54da640a852fdb9314f29853a464039dcd2b8fcd16d1e0d4301d01e7ae""}",c689a8a52c98e2e88992fa7d52eac0ec42176e4c22c7eec1687374d46a76a47a
artifact,rtl_formal_report,META,BINDING,"{""artifact_id"":""rtl_formal_report"",""bytes"":102658,""path"":""docs/t6_25_2_converged_rtl_formal.json"",""sha256"":""a8e8b8427cfa0557b77cfe0774dc50fb9300c832acc61cfc5ce5b622f2c4cab7""}",e952c26f3f5da83631f763400a71cfa76e045b0fa6ea469ef07746b04441ab1f
artifact,rtl_formal_raw,META,BINDING,"{""artifact_id"":""rtl_formal_raw"",""bytes"":7985,""path"":""docs/t6_25_2_converged_rtl_formal_source_data.csv"",""sha256"":""3f5f816931431aaab2f70947954490125c2c831e31a67a5f24a693737052b54b""}",28e97be8c265b864166f20d19c9743f5d92216e659ddbf1beb443d0630bceaf0
artifact,rtl_formal_config,META,BINDING,"{""artifact_id"":""rtl_formal_config"",""bytes"":2970,""path"":""configs/phase6d/t6_25_2_converged_rtl_formal.json"",""sha256"":""dad88961619f782c033376f72a9897ba5872803447eab97eb401dc62a9ccb077""}",46886cf6541ac2cc0e7ddb4695a1e1fc632ab7620c71c1911fa98726ceea12b3
artifact,rtl_formal_code,META,BINDING,"{""artifact_id"":""rtl_formal_code"",""bytes"":33350,""path"":""cnn_fpga/benchmark/converged_rtl_formal.py"",""sha256"":""7ca58c14dcfb28bced2fe653f18e0a54ed47ffb9d6bd1dc0fd36ec55fa09e707""}",28053c3f6ba260861a79047f2088afc5fdf90be9a9129a1990849f2d312e0752
