record_type,record_id,payload_json,canonical_sha256
method,markovian_feedback_fnn,"{""claim_boundary"":""uses only the latest observed token; not NMF"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""markovian_learned_controller"",""historical_state"":""HISTORICAL_PRODUCTION_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/latest_outcome_markovian_baseline.py""],""label"":""Markovian latest-outcome feed-forward controller"",""mandatory"":true,""method_id"":""markovian_feedback_fnn"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LIT-PUVIANI-2025"",""LOCAL-T4.4.4""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""LATEST_TOKEN_PHASE9_RETRAIN_ACTION_PORT_AND_MATCHED_SELECTION_BUDGET_REQUIRED""}",6b0690690d07e4b8cdccfef2491bcbdd6eee0519ab317f8d7fd5ab659886f597
method,paper_constrained_nmf,"{""claim_boundary"":""T9.1.3 is immutable provenance only; qualified and NO_GO branches both require Phase-9 requalification"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""recurrent_controller"",""historical_state"":""QUALIFIED_PAPER_CONSTRAINED_PROVENANCE_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/puviani_paper_constrained_artifacts.py"",""docs/t9_1_3_puviani_paper_constrained.json""],""label"":""Paper-constrained Puviani NMF port"",""mandatory"":true,""method_id"":""paper_constrained_nmf"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LIT-PUVIANI-2025"",""LOCAL-T9.1.3""],""t9_1_3_provenance"":{""matched_phase9_ranking_eligible"":false,""official_exact"":null,""paper_scale_lifetime"":null,""puviani_surpass"":null,""resolved_terminal_state"":""QUALIFIED_PAPER_CONSTRAINED_BASELINE"",""semantic_sha256"":""12ac54175ac13b0e2c4682d462a8da49dc367f9db0a67da76cc2347db6f7cb22"",""terminal_branch"":""QUALIFIED""},""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""T9_1_3_BINARY_HISTORY_SHORT_HORIZON_ACTION_AND_COMPUTE_DO_NOT_MATCH_PHASE9""}",33c6ddcaacce01432aa9ccf4034a4d9e299389048c84c3f234651a437ed7b285
method,sliding_window_map,"{""claim_boundary"":""single frozen W/stride; no per-scenario tuning or future samples"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""classical_adaptive_decoder"",""historical_state"":""HISTORICAL_PRODUCTION_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/decoder/sliding_window_syndrome.py""],""label"":""Delayed sliding-window MAP"",""mandatory"":true,""method_id"":""sliding_window_map"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LOCAL-T3.2.3""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""WINDOW_LENGTH_CADENCE_COMMON_IQ_STATISTIC_AND_ACTION_PORT_NOT_QUALIFIED""}",14600f5d587139855c0cc8ceb0995c309dad6fd1f651d86b3bd8206b80e922d4
method,ewma_adaptive_map,"{""claim_boundary"":""alpha frozen on calibration only"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""classical_adaptive_decoder"",""historical_state"":""HISTORICAL_PRODUCTION_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/continuous_adaptive_map.py""],""label"":""EWMA adaptive MAP"",""mandatory"":true,""method_id"":""ewma_adaptive_map"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LOCAL-T3.2.2""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""ALPHA_COMMON_IQ_STATISTIC_FIXED_POINT_ACTION_AND_DEADLINE_NOT_QUALIFIED""}",3c0569ee3aca9869e54bfb614c3e75441999201d672e8a9a1381a303754e8a17
method,kalman_adaptive_map,"{""claim_boundary"":""canonical linear-Gaussian filter; distinct from the separately registered UKF"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""state_space_filter"",""historical_state"":""HISTORICAL_PRODUCTION_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/decoder/periodic_adaptive_map.py"",""cnn_fpga/benchmark/continuous_adaptive_map.py""],""label"":""Periodic-state Kalman adaptive MAP"",""mandatory"":true,""method_id"":""kalman_adaptive_map"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LOCAL-T3.2.2""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""STATE_Q_R_P0_WRAP_PRECISION_ACTION_AND_WALLCLOCK_NOT_QUALIFIED""}",a10618e3d449da2c1fa3e2b8de64fb410348378be2c4f9765cdc81764c2e7243
method,ukf_adaptive_map,"{""claim_boundary"":""nonlinear sigma-point filter with calibration-only hyperparameters; no formal tuning"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""nonlinear_state_space_filter"",""historical_state"":""HISTORICAL_COMPONENT_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/decoder/ukf_baseline.py""],""label"":""Unscented Kalman adaptive MAP"",""mandatory"":true,""method_id"":""ukf_adaptive_map"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LOCAL-P4-UKF"",""METHOD-UKF""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""SIGMA_POINTS_STATE_Q_R_P0_IQ_ACTION_PRECISION_AND_WALLCLOCK_NOT_QUALIFIED""}",99e38b874ebc22b477a2500cb074b7b830d3ea9494a9f686ee793b0386037b4f
method,regime_hmm,"{""claim_boundary"":""causal forward recursion only; no Viterbi or smoothing"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_ACTION_ADAPTER_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""discrete_state_filter"",""historical_state"":""HISTORICAL_COMPONENT_ADAPTER_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/regime_hmm_baseline.py""],""label"":""Causal regime HMM"",""mandatory"":true,""method_id"":""regime_hmm"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LOCAL-T3.2.6""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""POSTERIOR_TO_TRUSTED_ACTION_AND_COMMON_LER_LIFETIME_EVALUATOR_MISSING""}",495cf8cd5b55523a0a86d95b8c15c743f2be767c0b019fa08161c497a6f2c521
method,interacting_multiple_model_filter,"{""claim_boundary"":""must implement model interaction/mixing; HMM cannot be renamed IMM"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""MISSING_IMPLEMENTATION_TYPED_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""hybrid_state_filter"",""historical_state"":""MISSING_IMPLEMENTATION_TYPED_NULL"",""implementation_paths"":[],""label"":""Interacting multiple-model filter"",""mandatory"":true,""method_id"":""interacting_multiple_model_filter"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""METHOD-IMM""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""NO_CAUSAL_IMM_IMPLEMENTATION_OR_PHASE9_ADAPTER""}",35e8bde5ea9b9e367a9359766d7b4292c24f1d51272350604a0d97925252d29c
method,bocpd,"{""claim_boundary"":""the historical y-bar/bocd BOCD implementation is registered in the BOCPD family; hazard/run cap/threshold are frozen and historical timeout remains visible"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_COMMON_HARNESS_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""change_point_filter"",""historical_state"":""HISTORICAL_PRODUCTION_BUDGET_FAILURE_REQUALIFICATION_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/external_drift_adaptive_lane.py""],""label"":""Bayesian online change-point detection"",""mandatory"":true,""method_id"":""bocpd"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""METHOD-BOCPD"",""LOCAL-T6.8.2""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""OLD_BATCH1_DEADLINE_FAILURE_AND_NEW_IQ_ACTION_PORT_REQUIRE_REQUALIFICATION""}",fcf4fb9fb7b9d729ee6f6a2bae3128d71fc92e3b882bcabd153f300d54dd552d
method,particle_smc,"{""claim_boundary"":""plugin EAP and posterior marginalization must be reported separately"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PARTIAL_PRODUCTION_FORMAL_MISSING_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""sequential_monte_carlo"",""historical_state"":""PARTIAL_SMOKE_IMPLEMENTATION_TYPED_NULL"",""implementation_paths"":[""cnn_fpga/decoder/particle_filter_baseline.py"",""cnn_fpga/config/p4_particle_filter_smoke.yaml""],""label"":""Particle / SMC posterior filter"",""mandatory"":true,""method_id"":""particle_smc"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""METHOD-SMC"",""LOCAL-P4-SMOKE""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""PARTICLE_COUNT_ESS_RESAMPLING_POSTERIOR_MARGINALIZATION_ACTION_AND_BUDGET_NOT_QUALIFIED""}",fe9ff5a6a0caef97b1fc4afa815191b0650cf80a62695ff2e3ea53ad013c6319
method,bayesian_predictor,"{""claim_boundary"":""must be causal per-round under identical update/action cost"",""common_contract_ids"":{""compute"":""PHASE9_MATCHED_COMPUTE_V1"",""missingness"":""PHASE9_FAILURE_RETENTION_V1"",""selection"":""PHASE9_ALL_ATTEMPTS_SELECTION_V1"",""task_signature"":""PHASE9-COMMON-HARNESS-BASELINE-REGISTRY-V1""},""current_accounting"":{""deadline_miss_count"":null,""fallback_count"":null,""inference_macs"":null,""inference_wallclock_ns"":null,""numeric_failure_count"":null,""oom_count"":null,""parameter_count"":null,""peak_rss_delta_bytes"":null,""persistent_state_bytes"":null,""preprocessing_macs"":null,""preprocessing_wallclock_ns"":null,""serialization_transfer_macs"":null,""serialization_transfer_wallclock_ns"":null,""state_update_macs"":null,""state_update_wallclock_ns"":null,""timeout_count"":null,""total_online_flops"":null,""total_online_macs"":null,""total_wallclock_ns"":null,""transient_workspace_bytes"":null,""wallclock_max_ns"":null,""wallclock_p50_ns"":null,""wallclock_p95_ns"":null,""wallclock_p99_ns"":null},""current_qualification_state"":""PENDING_PHASE9_PER_ROUND_ADAPTER_NULL"",""current_result"":{""ceiling_eligible"":false,""external_sota_vote"":false,""matched_eligible"":false,""numeric_metrics"":null,""rank"":null,""registered_best_vote"":false},""family"":""bayesian_decoder"",""historical_state"":""HISTORICAL_DIFFERENT_TASK_ADAPTER_PENDING"",""implementation_paths"":[""cnn_fpga/benchmark/memory_assisted_bayesian_decoder.py""],""label"":""Observed-only Bayesian predictor"",""mandatory"":true,""method_id"":""bayesian_predictor"",""privilege"":{""assumed_model_branching_access"":false,""deployable"":true,""deployable_teacher_call_during_formal"":false,""formal_label_access"":false,""future_suffix_access"":false,""hidden_truth_access"":false,""observed_only"":true,""privileged_diagnostic_evaluation_on_formal"":false,""scenario_id_access"":false},""registry_class"":""MATCHED_DEPLOYABLE_RANKED"",""role"":""MANDATORY_BASELINE"",""source_ids"":[""LIT-WAN-2020"",""LOCAL-T3.2.1""],""target_eligibility"":{""capacity_ceiling_candidate"":false,""matched_candidate"":true,""privileged_upper_bound"":false,""protocol_anchor"":false},""typed_null_reason"":""OLD_EPISODE_ONLY_FINAL_ACTION_GRID_CANNOT_ENTER_PER_ROUND_RANK""}",57981181768af3c0d194aa385bc1b02730f3842cae3bb04f70fdbdf68d78af4d
