section,record_id,payload_json,payload_sha256
gradient_clipping_reanalysis,all_40000_updates,"{""clip_rule"":""torch.nn.utils.clip_grad_norm_; scale coefficient is max_norm/(total_norm+1e-6), clamped above at 1.0"",""column"":""gradient_norm_before_clip"",""max_norm"":10.0,""observed_run_conclusion"":""The max_norm=10 rule was present but inactive on all 40,000 recorded updates; this does not establish counterfactual equivalence on other seeds or configurations."",""pytorch_clip_epsilon"":1e-06,""row_census"":{""agent_count"":40,""agents_per_family"":{""mf"":20,""nmf"":20},""all_agent_epoch_sets_exact"":true,""epochs_per_agent"":1000,""total_rows"":40000},""scopes"":{""all"":{""maximum"":6.72778063230222,""mean"":1.8519511703104548,""minimum"":0.40790079910396815,""minimum_unclamped_scale_coefficient"":1.4863740451959409,""nonfinite_rows"":0,""nonpositive_rows"":0,""p50_linear"":1.7543094099084993,""p95_linear"":3.059010276892404,""p99_linear"":3.8834577768728757,""rows"":40000,""rows_scaled_by_pytorch_clip_rule"":0,""rows_strictly_gt_max_norm"":0,""scaled_fraction"":0.0},""mf"":{""maximum"":5.200336572564351,""mean"":1.7312823702008162,""minimum"":0.40790079910396815,""minimum_unclamped_scale_coefficient"":1.9229520892561742,""nonfinite_rows"":0,""nonpositive_rows"":0,""p50_linear"":1.651620242691266,""p95_linear"":2.7752964393520245,""p99_linear"":3.4012840823955224,""rows"":20000,""rows_scaled_by_pytorch_clip_rule"":0,""rows_strictly_gt_max_norm"":0,""scaled_fraction"":0.0},""nmf"":{""maximum"":6.72778063230222,""mean"":1.972619970420094,""minimum"":0.43767890047212066,""minimum_unclamped_scale_coefficient"":1.4863740451959409,""nonfinite_rows"":0,""nonpositive_rows"":0,""p50_linear"":1.8686673079033993,""p95_linear"":3.2904251488005367,""p99_linear"":4.1399141889429165,""rows"":20000,""rows_scaled_by_pytorch_clip_rule"":0,""rows_strictly_gt_max_norm"":0,""scaled_fraction"":0.0}},""source_path"":""docs/t9_1_3_puviani_training_ledger.parquet""}",2e10e7d3ffe3a0d3cc73f4231e46c7cfd4e61e15e50710ddf3d1576a680b9b80
deviation,D01,"{""chosen"":""Use the project-native PyTorch reimplementation; retain the isolated upstream syntax patch solely for intake diagnostics."",""claim_effect"":""No official-exact or Puviani-surpass wording is allowed."",""comparability"":""OFFICIAL_EXACT_BLOCKED_PAPER_CONSTRAINED_ONLY"",""id"":""D01"",""inherited_from"":""T6.8.4:D01"",""locator"":{""official"":""third_party/GQF/GQF/mesolve.py:13"",""paper"":""paper and supplement assume an executable implementation"",""project"":""configs/gqf_official/patch_manifest.json""},""paper_numeric_anchor_eligible"":false,""rationale"":""A syntax repair cannot recover missing scientific assets or establish equivalence."",""severity"":""High"",""topic"":""official HEAD syntax"",""value"":{""official"":""IndentationError at the MESolve class docstring"",""paper"":""runnable implementation"",""project"":""isolated patch 0001 fixes parsing only""}}",628b3a7210afafbdc7f8ccc689792136e8c2c93f81e0ecd5ce67622d7e3681c2
deviation,D02,"{""chosen"":""Generate and hash one canonical validation-selected checkpoint for every project agent, retain a separate terminal model/Adam/RNG restart payload, and publish complete epoch/validation ledgers."",""claim_effect"":""The lane can establish project reproducibility only, not official reproduction."",""comparability"":""NO_CHECKPOINT_IDENTITY_COMPARISON"",""id"":""D02"",""inherited_from"":""T6.8.4:D02"",""locator"":{""official"":""GQF repository tree at pinned commit"",""paper"":""Supplement S3C, best-performing agent discussion"",""project"":""T9.1.3 checkpoint contract""},""paper_numeric_anchor_eligible"":false,""rationale"":""Complete local artifacts permit downstream engineering while preserving provenance."",""severity"":""Critical"",""topic"":""trained checkpoints"",""value"":{""official"":null,""paper"":""best of multiple agents"",""project"":""40 project-owned validation-selected agent packages, 20 paired roots for each of MF and NMF""}}",9a11e374fe006d0e2c7c074fc691eabb20c594e4a2a65a4d900f6e96b54c8903
deviation,D03,"{""chosen"":""Use the frozen project seed ledger and a deterministic root*1000003+epoch rollout derivation."",""claim_effect"":""Best-of-agent numerical equality with the paper cannot be claimed."",""comparability"":""DISTRIBUTIONAL_ONLY_NOT_SEED_EXACT"",""id"":""D03"",""inherited_from"":""T6.8.4:D03"",""locator"":{""official"":""no seed manifest in pinned repository"",""paper"":""Supplement S3C states multiple agents; manuscript reports 20 agents"",""project"":""training.paired_root_seeds in the T9.1.3 configuration""},""paper_numeric_anchor_eligible"":false,""rationale"":""Invented seeds must be visibly project-owned and reproducible rather than presented as recovered seeds."",""severity"":""Critical"",""topic"":""agent seeds"",""value"":{""official"":null,""paper"":""20 agents, seed values unspecified"",""project"":""20 immutable paired root seeds in the 910001--910277 namespace""}}",ef1b2a9d5a743987e0b4b169cbb2121344113db1312f63c17e009c2046cf09bc
deviation,D04,"{""chosen"":""Follow the paper GRU10-Dense256-Dense256-Out15 architecture."",""claim_effect"":""Architecture is paper-constrained but not official-source-exact."",""comparability"":""PAPER_MATCH_SOURCE_DIVERGENCE_DISCLOSED"",""id"":""D04"",""inherited_from"":""T6.8.4:D04"",""locator"":{""official"":""third_party/GQF/GQF/feedback_GRAPE.py:181-186"",""paper"":""Supplement Table S2 and S3C"",""project"":""physics/nmf_directional_ranking.py:PaperScaleNMFPolicy""},""paper_numeric_anchor_eligible"":false,""rationale"":""The paper specification is the explicit constraint for this independent reimplementation."",""severity"":""Critical"",""topic"":""NMF architecture"",""value"":{""official"":[30,30,30,15],""paper"":[10,256,256,15],""project"":[10,256,256,15]}}",c485877c75fa074005f79cc79a1912a628d78d47b7fd703e7f72db2e35f87f9a
deviation,D05,"{""chosen"":""Follow the paper Dense256-Dense256-Out15 latest-outcome MF architecture."",""claim_effect"":""MF is a project paper-constrained comparator, not an official rerun."",""comparability"":""PAPER_MATCH_SOURCE_DIVERGENCE_DISCLOSED"",""id"":""D05"",""inherited_from"":""T6.8.4:D05"",""locator"":{""official"":""third_party/GQF/GQF/feedback_GRAPE.py:187-192"",""paper"":""Supplement Table S3"",""project"":""physics/nmf_directional_ranking.py:PaperScaleMFPolicy""},""paper_numeric_anchor_eligible"":false,""rationale"":""This provides the intended memoryless comparator under the same project backend."",""severity"":""Critical"",""topic"":""MF architecture"",""value"":{""official"":[30,30,15],""paper"":[256,256,15],""project"":[256,256,15]}}",3a5e15ccf63cba0cdddd7abd2dbed5b5d4b2b82949edaae73ef68e44cbbb7c8e
deviation,D06,"{""chosen"":""Train every MF and NMF project agent for exactly 1000 epochs."",""claim_effect"":""Epoch count supports paper-constrained labeling but does not repair other exactness blockers."",""comparability"":""PAPER_MATCH_SOURCE_DIVERGENCE_DISCLOSED"",""id"":""D06"",""inherited_from"":""T6.8.4:D06"",""locator"":{""official"":""third_party/GQF/GQF/runner.py and feedback_GRAPE.py defaults"",""paper"":""Supplement S3C and Fig. S3"",""project"":""training.epochs""},""paper_numeric_anchor_eligible"":false,""rationale"":""Epoch count is explicit in the paper and materially affects convergence."",""severity"":""Critical"",""topic"":""training epochs"",""value"":{""official_class_default"":500,""official_runner"":101,""paper"":1000,""project_mf"":1000,""project_nmf"":1000}}",4573e503f310e0a68c6e385976a241faed184a6a5229f5cdcb95b343d7d2c224
deviation,D07,"{""chosen"":""Use Delta=0.2 for training and short-horizon qualification; treat Delta=0.34 as a later preregistered generalization cell."",""claim_effect"":""Claims are confined to the frozen Delta=0.2 project cell."",""comparability"":""AMBIGUOUS_PAPER_CELL_FIXED_AND_DISCLOSED"",""id"":""D07"",""inherited_from"":""T6.8.4:D07"",""locator"":{""official"":""third_party/GQF/GQF/runner.py"",""paper"":""main Results, Supplement S3D and finite-energy discussion"",""project"":""training.projector_delta""},""paper_numeric_anchor_eligible"":false,""rationale"":""The selected NMF agent described by the paper was trained at Delta=0.2, but the source and other paper passages are inconsistent."",""severity"":""Critical"",""topic"":""finite-energy Delta"",""value"":{""official_runner"":0.34,""paper_other_or_generalization_section"":0.34,""paper_training_and_selected_agent"":0.2,""project"":0.2}}",3c0598cfd13e58bbbc02242d34a8dfc20754e24ea0b125cb2350324f76d56213
deviation,D08,"{""chosen"":""Use the frozen project nominal-residual initializer and record its identifier in every checkpoint."",""claim_effect"":""Cross-paper best-agent values are contextual only; within-project MF/NMF comparisons remain paired."",""comparability"":""INITIALIZER_DEVIATION_MAY_CHANGE_OPTIMIZATION_DISTRIBUTION"",""id"":""D08"",""inherited_from"":""T6.8.4:D08"",""locator"":{""official"":""third_party/GQF/GQF/feedback_GRAPE.py:177-192"",""paper"":""Supplement Tables S2-S3 and S3C prose"",""project"":""physics/nmf_directional_ranking.py:POLICY_INITIALIZATION""},""paper_numeric_anchor_eligible"":false,""rationale"":""The primary sources are mutually inconsistent, so a fully specified stable project initializer is safer than an untraceable guess."",""severity"":""High"",""topic"":""initializer and bias"",""value"":{""official"":""only output-layer bias RandomUniform[-0.01,0.01]; other Keras defaults"",""paper_table"":""RandomUniform, initial bias 0.01"",""paper_text"":""all biases randomly initialized in [-0.1,0.1]"",""project"":""orthogonal GRU, Xavier dense, hidden biases Uniform[-0.01,0.01], zero output bias with documented gains""}}",3eb652935254731e89f3baeb3684eb0508d71e68fa52b34ee04d36f1b213c2f9
deviation,D09,"{""chosen"":""Use typed project strategy identifiers and never infer scientific equivalence from a token patch."",""claim_effect"":""No direct official execution claim follows from token normalization."",""comparability"":""SOURCE_DISPATCH_PATCH_NOT_SCIENTIFIC_EQUIVALENCE"",""id"":""D09"",""inherited_from"":""T6.8.4:D09"",""locator"":{""official"":""runner.py uses RNN while feedback_GRAPE.py accepts rNN"",""paper"":""RNN/GRU terminology"",""project"":""strategy identifier nmf""},""paper_numeric_anchor_eligible"":false,""rationale"":""The upstream capitalization error is operational, while the project class explicitly fixes architecture and semantics."",""severity"":""Medium"",""topic"":""model token"",""value"":{""official_dispatch"":""rNN"",""official_runner"":""RNN"",""paper"":""RNN/GRU"",""project"":""nmf""}}",70dd613c9834c7c6a7ca06f4e925f586c49d9447be963091ff5004ead79d46bc
deviation,D10,"{""chosen"":""Select and retain one checkpoint per agent only by the frozen validation metric, together with the complete epoch and validation-candidate ledger."",""claim_effect"":""Paper best-agent lifetime numbers cannot be used as a paired ranking target."",""comparability"":""SELECTION_PROTOCOL_DIFFERENT"",""id"":""D10"",""inherited_from"":""T6.8.4:D10"",""locator"":{""official"":""third_party/GQF/GQF/feedback_GRAPE.py:106,223-233"",""paper"":""Supplement S3C post-selection statement"",""project"":""T9.1.3 validation selection contract""},""paper_numeric_anchor_eligible"":false,""rationale"":""A correct auditable selection procedure is required even though it intentionally differs from paper post-selection."",""severity"":""Critical"",""topic"":""best-agent saving"",""value"":{""official"":""previous_reward remains 0, so best-model logic does not track the prior best"",""paper"":""post-select longest lifetime"",""project"":""validation-only checkpoint selection with complete candidate ledger""}}",2421b560fa239a4a4e3cd491abe79b39bd727172bb7d2b02a18da63146c526d9
deviation,D11,"{""chosen"":""Run all frozen roots for both MF and NMF and publish non-winner rows and failures."",""claim_effect"":""Only best among registered project implementations may be stated."",""comparability"":""PROJECT_COMPLETE_LEDGER_NOT_OFFICIAL_LEDGER"",""id"":""D11"",""inherited_from"":""T6.8.4:D11"",""locator"":{""official"":""no orchestration or selection ledger"",""paper"":""training of 20 agents reported in manuscript context"",""project"":""training.paired_root_seeds and artifact_contract""},""paper_numeric_anchor_eligible"":false,""rationale"":""Matched roots eliminate hidden restart advantages and make the project tournament auditable."",""severity"":""Critical"",""topic"":""twenty-agent orchestration and ledger"",""value"":{""official"":null,""paper"":""train/evaluate/post-select 20 NMF agents"",""project"":""20 paired roots per strategy; 40 agents total; failures retained""}}",bede97dd97917a141d93f3558327b5c59e70e57dd3a20e00585c40f3e1312583
deviation,D12,"{""chosen"":""Qualify serialization and six-state semantics at 10 cycles; reject any lifetime output until independently qualified long-horizon backends exist."",""claim_effect"":""T_X, T_Y, T_Z and T_ch remain null in T9.1.3."",""comparability"":""QUALIFICATION_ONLY_NOT_PAPER_LIFETIME"",""id"":""D12"",""inherited_from"":""T6.8.4:D12"",""locator"":{""official"":""no six-state orchestration or lifetime fitter"",""paper"":""main Results and Supplement S4B"",""project"":""six_state_qualification and paper_scale_target""},""paper_numeric_anchor_eligible"":false,""rationale"":""The current differentiable backend is explicitly validated only through 10 cycles."",""severity"":""Critical"",""topic"":""six-state 1000-cycle evaluator"",""value"":{""official"":null,""paper"":""six Pauli eigenstates for 1000 full cycles"",""project"":""six-state 10-cycle qualification now; 1000-cycle numeric target null""}}",1555553f240ba5a137b10781b59684d50d371dd72796a7c6e516d13f56ecb9b7
deviation,D13,"{""chosen"":""Publish project-owned raw qualification records and keep paper-scale raw-record status null."",""claim_effect"":""No paper-curve digitization or exact trajectory replay claim is allowed."",""comparability"":""RAW_RECORD_SCOPE_MISMATCH"",""id"":""D13"",""inherited_from"":""T6.8.4:D13"",""locator"":{""official"":""no published raw trajectory data"",""paper"":""Supplement S4B reports 6x85 and 8x64 sampling"",""project"":""six_state_qualification.required_trajectory_fields and required_event_fields""},""paper_numeric_anchor_eligible"":false,""rationale"":""Short-horizon raw records establish pipeline integrity but cannot substitute for missing paper trajectories."",""severity"":""Critical"",""topic"":""raw trajectories"",""value"":{""official"":null,""paper"":""510 NMF and 512 standard raw trajectories per evaluated logical state"",""project"":""all short-horizon project qualification trajectories and half-cycle records retained""}}",f3c93078f4763fb136a7623241507f1d056643a7b5f9320ab0691b705ee231e9
deviation,D14,"{""chosen"":""Treat published anchors as literature context only and never fill missing targets by figure inference in the primary lane."",""claim_effect"":""Official exact and Puviani-surpass gates remain closed."",""comparability"":""EXTERNAL_POINT_CONTEXT_ONLY"",""id"":""D14"",""inherited_from"":""T6.8.4:D14"",""locator"":{""official"":""no numeric result table"",""paper"":""figures and selected values in main text and S4B"",""project"":""paper_scale_target.numeric_values""},""paper_numeric_anchor_eligible"":false,""rationale"":""Incomplete targets prevent an absolute-value exactness test."",""severity"":""Critical"",""topic"":""complete numeric targets"",""value"":{""official"":null,""paper"":""selected T_Z, T_-Y and entanglement-infidelity anchors; no complete T_X/T_Y/T_Z/T_ch table"",""project"":""all paper-scale metric values null""}}",accaafd3595db478837271aac049ed00fa12def1be5fbfc18fae2aa77272f102
deviation,D15,"{""chosen"":""Pre-register fit window, weighting, censoring and diagnostics in T9.6 before opening long-sequence outcomes."",""claim_effect"":""No lifetime ranking is eligible from this artifact task."",""comparability"":""FIT_METHOD_NOT_IDENTIFIED"",""id"":""D15"",""inherited_from"":""T6.8.4:D15"",""locator"":{""official"":""no fitter implementation"",""paper"":""Supplement S4B gives the single-exponential equation"",""project"":""paper_scale_target.fit_model""},""paper_numeric_anchor_eligible"":false,""rationale"":""Post-hoc fit choices can materially change lifetime estimates."",""severity"":""Critical"",""topic"":""lifetime fit window and weighting"",""value"":{""official"":null,""paper"":""single exponential; fit window, weights, intercept policy and failure criteria unspecified"",""project"":""formula recorded, numeric fit deliberately not executed in T9.1.3""}}",68b64a2497b148a59f5467b4004f78f98557b9a8168e279fb1e726f16f977c72
deviation,D16,"{""chosen"":""Execute exactly 20 measured half-cycles, then stop after the outcome-conditioned 2.3 us/reset/VR/1 us terminal correction; do not execute or score a 21st layer/measurement."",""claim_effect"":""The project run is not step-for-step identical to the pinned runner."",""comparability"":""PAPER_MATCH_SOURCE_DIVERGENCE_DISCLOSED"",""id"":""D16"",""inherited_from"":""T6.8.4:D16"",""locator"":{""official"":""GKP_environment.py done at max_steps=21; runner max_steps=21"",""paper"":""Supplement S3C and Fig. S3 specify 10 full cycles with two measurements each"",""project"":""training.full_cycles and training.half_measurements""},""paper_numeric_anchor_eligible"":false,""rationale"":""This preserves the paper's 20 measurements and 100 us horizon while retaining the terminal-corrected state that the upstream runner obtains at the start of step 21. The upstream subsequently executes an extra half-cycle whose state is not used by its final reward but whose branch probability enters its loss, so exact source-step equivalence is intentionally rejected."",""severity"":""Critical"",""topic"":""20 versus 21 half-cycle semantics"",""value"":{""official"":""21 env.step calls / 10.5 cycle coordinate"",""paper"":""20 half cycles / 10 full cycles"",""project"":""exactly 20 half cycles / 10 full cycles""}}",28cee19b261d58661b7f76d5406c6e8c5db87510e622cbe39c92485859a53e7c
deviation,D17,"{""chosen"":""Use the qualified project PyTorch CUDA path with no silent CPU fallback."",""claim_effect"":""Wall-clock and numerical reproducibility claims apply only to the project environment."",""comparability"":""FRAMEWORK_AND_KERNEL_DIFFERENCE"",""id"":""D17"",""inherited_from"":""T6.8.4:D17"",""locator"":{""official"":""docs/t6_8_3_gqf_official_intake.json GPU probe"",""paper"":""Supplement S3B describes TensorFlow GPU execution"",""project"":""training.device and artifact runtime ledger""},""paper_numeric_anchor_eligible"":false,""rationale"":""A different framework path is necessary for executable progress and must remain provenance-separated."",""severity"":""High"",""topic"":""accelerator execution"",""value"":{""official_environment"":""UNQUALIFIED_CUSOLVER_FATAL on current host"",""paper"":""GPU used, device model not specified"",""project"":""PyTorch CUDA requested; runtime qualification and failures must be recorded""}}",76a0d552f1eb09609ec3ef710e951b43664149c746a38ae1dce4ca7529e0ccec
deviation,D18,"{""chosen"":""Hash a complete project runtime manifest with every produced checkpoint bundle."",""claim_effect"":""Bitwise equality with official numerical results is not claimed."",""comparability"":""ENVIRONMENT_EXACTNESS_UNAVAILABLE"",""id"":""D18"",""inherited_from"":""T6.8.4:D18"",""locator"":{""official"":""requirements.txt lists four unpinned top-level dependencies"",""paper"":""no complete environment specification"",""project"":""artifact environment/runtime ledger""},""paper_numeric_anchor_eligible"":false,""rationale"":""Environment identity is necessary for replay but cannot reconstruct the authors' environment."",""severity"":""High"",""topic"":""dependency versions"",""value"":{""official"":""numpy, matplotlib, tensorflow and gym unpinned"",""paper"":null,""project"":""full interpreter, PyTorch, CUDA, driver and package versions required""}}",3317fdcc914e78f65fccbb953cdc8fc4f7daa276a921ae78940354dcfc069973
deviation,D19,"{""chosen"":""Assign batch 8 to MF and batch 6 to NMF exactly as the architecture tables specify."",""claim_effect"":""Training compute is not matched across MF/NMF; later tournament ranking must budget-match separately."",""comparability"":""PAPER_MATCH_SOURCE_DIVERGENCE_DISCLOSED"",""id"":""D19"",""locator"":{""official"":""feedback_GRAPE.py default batch_size=5; runner.py batch_size=8"",""paper"":""Supplement Tables S2-S3 and S3C"",""project"":""training.mf_batch_size and training.nmf_batch_size""},""paper_numeric_anchor_eligible"":false,""rationale"":""The tables provide the most specific mapping, while the upstream source does not encode separate strategies."",""severity"":""High"",""topic"":""MF/NMF batch-size assignment"",""value"":{""official"":""single configurable batch, default 5 or runner 8"",""paper"":""RNN/NMF batch 6 and FNN/MF batch 8"",""project"":{""mf"":8,""nmf"":6}}}",2cd8acdb43b493674a7f73c1e1ae116b18a88e42971a337c405cb115cb339697
deviation,D20,"{""chosen"":""Use the project differentiable trajectory backend for artifact generation and require independent Phase-9 backends for performance promotion."",""claim_effect"":""Short-horizon outcomes are project-native diagnostics only."",""comparability"":""PHYSICS_BACKEND_NONIDENTICAL"",""id"":""D20"",""locator"":{""official"":""mesolve.py and GKP_environment.py"",""paper"":""Supplement S3B specifies custom TensorFlow RK4 Lindblad integration"",""project"":""physics/differentiable_sbs_trajectory.py""},""paper_numeric_anchor_eligible"":false,""rationale"":""The source backend cannot currently support qualified training, and backend differences can alter gradients and trajectories."",""severity"":""Critical"",""topic"":""physics backend and integrator"",""value"":{""official"":""finite-step RK4 with source-specific step counts"",""paper"":""custom TensorFlow RK4 Lindblad solver"",""project"":""PyTorch explicit R/ECD/D/VR gates with analytic idle CPTP channels""}}",0bb441ad20c887e17b655caace409e9185471c8c436bf396f0e80ddc16175b5b
deviation,D21,"{""chosen"":""Use float64/complex128 physics and record precision in all artifacts."",""claim_effect"":""Numerical differences cannot be attributed solely to controller quality."",""comparability"":""PRECISION_STRATUM_DIFFERENT"",""id"":""D21"",""locator"":{""official"":""operators.py and environment use TensorFlow float32/complex64"",""paper"":""precision not specified"",""project"":""training.real_dtype and training.complex_dtype""},""paper_numeric_anchor_eligible"":false,""rationale"":""Higher precision reduces long autograd trajectory drift but changes numerical kernels."",""severity"":""High"",""topic"":""numeric precision and framework dtype"",""value"":{""official"":""float32/complex64"",""paper"":null,""project"":""float64/complex128""}}",fc749bd9f4dc1a7441bdcf5abe12cb3a329ecb3662d56b14f08e1ea5cbdd87a8
deviation,D22,"{""chosen"":""Train at cutoff 12 and re-evaluate selected agents at cutoff 16; do not extrapolate these results to cutoff 100."",""claim_effect"":""No paper-scale lifetime or absolute Puviani comparison is eligible."",""comparability"":""CUTOFF_MISMATCH_DIRECTIONAL_ONLY"",""id"":""D22"",""locator"":{""official"":""GKPEnv default N=100"",""paper"":""Supplement numerical implementation uses N=100"",""project"":""training.cutoff and training.confirmation_cutoff""},""paper_numeric_anchor_eligible"":false,""rationale"":""Full cutoff-100 differentiable 40-agent training is not currently computationally qualified. The cutoff-16 stratum supplies raw confirmation data, but T9.1.3 has no preregistered cutoff-12-to-16 ranking/non-inferiority gate and therefore does not establish that a major truncation reversal is absent."",""severity"":""Critical"",""topic"":""Fock cutoff"",""value"":{""official"":100,""paper"":100,""project_primary"":12,""project_selected_confirmation"":16}}",29b41a3acafe2302ea27444a698eaf493e62a1a9a4939504b8496ca988d68b8f
deviation,D23,"{""chosen"":""Populate only 10-cycle qualification records now; leave all 1000-cycle quantities null and defer >=10000-cycle promotion to T9.6."",""claim_effect"":""Lifetime SOTA, Puviani-surpass and break-even claims remain closed."",""comparability"":""HORIZON_MISMATCH_NO_LIFETIME_RANKING"",""id"":""D23"",""locator"":{""official"":""no 1000-cycle evaluator"",""paper"":""main Results specifies evaluation for 1000 full cycles"",""project"":""six_state_qualification.full_cycles and paper_scale_target""},""paper_numeric_anchor_eligible"":false,""rationale"":""A short-horizon controller artifact is not a logical-lifetime measurement."",""severity"":""Critical"",""topic"":""evaluation horizon"",""value"":{""official"":null,""paper"":1000,""project_promotion_target"":10000,""project_qualification"":10}}",573b1f640f60fab21192563c266affb1d8995e90c0143fd5f8edf92d05cbc1f5
deviation,D24,"{""chosen"":""Implement physical |e> to |g> amplitude damping and add limit tests; disclose the upstream orientation mismatch."",""claim_effect"":""The project intentionally does not reproduce this apparent upstream defect, so official code equality is impossible."",""comparability"":""SCIENTIFIC_SOURCE_SEMANTICS_DIVERGENCE"",""id"":""D24"",""locator"":{""official"":""mesolve.py:59-61 uses operators.sigmap; operators.py:80-83 defines [[0,0],[1,0]]"",""paper"":""noise table specifies ancilla T1 relaxation but not matrix convention"",""project"":""physics/differentiable_sbs_trajectory.py amplitude-damping Kraus pair""},""paper_numeric_anchor_eligible"":false,""rationale"":""Using a raising operator for T1 would invert thermal relaxation and materially change controller gradients."",""severity"":""Critical"",""topic"":""ancilla T1 collapse operator orientation"",""value"":{""official"":""collapse operator maps basis |0> to |1> under the visible ground/reset convention"",""paper"":""energy relaxation"",""project"":""K1 maps |1> to |0>""}}",a8bbe1538580eda694eeadd249167d85780d447943e1d5ecdb86a7fb85575dc8
